"","pair","perc_profitability","avg_profit","total_profit","avg_holding","count"
"1","ACC.NS-AMBUJACEM.NS",0.666666666666667,3393.29236804177,61079.2626247518,29.6111111111111,18
"2","ACC.NS-DALMIABHA.NS",0.428571428571429,-31759.9987936702,-222319.991555692,32.2857142857143,7
"3","ACC.NS-GRASIM.NS",0.6875,17096.4373058941,273542.996894306,44.125,16
"4","ACC.NS-INDIACEM.NS",0.666666666666667,23627.1796844448,283526.156213337,26,12
"5","ACC.NS-SHREECEM.NS",0.652173913043478,-1037.19274607711,-23855.4331597735,33.5217391304348,23
"6","ACC.NS-ULTRACEMCO.NS",0.666666666666667,9919.84357602563,89278.5921842306,26.2222222222222,9
"7","ADANIENT.NS-PTC.NS",0.4,-10099.7352273744,-50498.676136872,38.4,5
"8","ADANIPORTS.NS-BEML.NS",0,-106003.102644246,-530015.513221228,37.8,5
"9","ADANIPORTS.NS-BHEL.NS",0.444444444444444,-11693.443167788,-105240.988510092,30.2222222222222,9
"10","ADANIPORTS.NS-CUMMINSIND.NS",0.666666666666667,1640.22661656629,29524.0790981932,19.9444444444444,18
"11","ADANIPORTS.NS-ENGINERSIN.NS",0.5,-9688.27194725831,-58129.6316835499,23.3333333333333,6
"12","ADANIPORTS.NS-GMRINFRA.NS",0.583333333333333,11696.8116250048,140361.739500058,28.0833333333333,12
"13","ADANIPORTS.NS-IRB.NS",0.714285714285714,16430.2404180934,345035.048779962,16.5238095238095,21
"14","ADANIPORTS.NS-JPASSOCIAT.NS",0.2,-145384.772294384,-726923.86147192,44.4,5
"15","ADANIPORTS.NS-LT.NS",0.666666666666667,13373.9838163561,401219.514490682,17.4333333333333,30
"16","ADANIPORTS.NS-NBCC.NS",0.571428571428571,3024.71444916476,21173.0011441533,26,7
"17","ADANIPORTS.NS-SIEMENS.NS",0.666666666666667,7931.48464706423,142766.723647156,14.5555555555556,18
"18","ADANIPOWER.NS-CESC.NS",0.333333333333333,-37683.1407566299,-226098.84453978,37.8333333333333,6
"19","ADANIPOWER.NS-JSWENERGY.NS",0.5,-8615.23412872785,-34460.9365149114,18,4
"20","ADANIPOWER.NS-NHPC.NS",0.538461538461538,-12736.5990731756,-165575.787951282,33.6923076923077,13
"21","ADANIPOWER.NS-NTPC.NS",0.555555555555556,8374.62295788211,75371.606620939,34.5555555555556,9
"22","ADANIPOWER.NS-POWERGRID.NS",0.5,-20192.8167804977,-201928.167804977,24.9,10
"23","ADANIPOWER.NS-RELINFRA.NS",0.333333333333333,-31851.67424636,-191110.04547816,37.6666666666667,6
"24","ADANIPOWER.NS-RPOWER.NS",0.2,-57107.5770491022,-285537.885245511,49.8,5
"25","ADANIPOWER.NS-SUZLON.NS",0.5,-19617.5585678126,-156940.468542501,17.625,8
"26","ADANIPOWER.NS-TATAPOWER.NS",0.538461538461538,-14863.6089751747,-193226.916677271,24,13
"27","ADANIPOWER.NS-TORNTPOWER.NS",0.25,-68691.6810558132,-549533.448446506,41.5,8
"28","AJANTPHARM.NS-AUROPHARMA.NS",0.55,-2108.54195266711,-42170.8390533421,24.05,20
"29","AJANTPHARM.NS-BIOCON.NS",0.4,-44748.1852465367,-447481.852465367,33.7,10
"30","AJANTPHARM.NS-CADILAHC.NS",0.642857142857143,21532.8093377832,301459.330728965,45.5,14
"31","AJANTPHARM.NS-CIPLA.NS",0.5,-14558.9943466933,-116471.954773547,32.5,8
"32","AJANTPHARM.NS-DIVISLAB.NS",0.2,-41889.5058621326,-209447.529310663,12.2,5
"33","AJANTPHARM.NS-DRREDDY.NS",0.625,8655.86146252693,69246.8917002155,16,8
"34","AJANTPHARM.NS-GLENMARK.NS",0.5,-13058.7651567501,-130587.651567501,20.3,10
"35","AJANTPHARM.NS-GRANULES.NS",0.428571428571429,-42059.8593337708,-294419.015336396,25.1428571428571,7
"36","AJANTPHARM.NS-LUPIN.NS",0.5,-2311.03546786142,-27732.425614337,13.8333333333333,12
"37","AJANTPHARM.NS-PEL.NS",0.555555555555556,-1554.54995444357,-13990.9495899921,23.1111111111111,9
"38","AJANTPHARM.NS-STAR.NS",0.666666666666667,8657.84402212289,155841.192398212,15.2777777777778,18
"39","AJANTPHARM.NS-SUNPHARMA.NS",0.615384615384615,-12802.8332466391,-166436.832206308,25.6923076923077,13
"40","AJANTPHARM.NS-TORNTPHARM.NS",0.5,-16013.7069767298,-288246.725581136,32.4444444444444,18
"41","ALBK.NS-ANDHRABANK.NS",0.444444444444444,-14565.3572723566,-131088.21545121,35.7777777777778,9
"42","ALBK.NS-BANKBARODA.NS",0.692307692307692,1639.96932226464,21319.6011894403,16.3076923076923,13
"43","ALBK.NS-BANKINDIA.NS",0.4,-19242.6457506521,-192426.457506521,44.2,10
"44","ALBK.NS-CANBK.NS",0.619047619047619,-11905.0835221567,-250006.753965292,23.2380952380952,21
"45","ALBK.NS-IDBI.NS",0.555555555555556,-13399.3594221291,-241188.469598324,13.2222222222222,18
"46","ALBK.NS-IFCI.NS",0.538461538461538,4998.84330388667,64984.9629505267,31.6153846153846,13
"47","ALBK.NS-INDIANB.NS",0.777777777777778,18194.6005797297,327502.810435134,39.1111111111111,18
"48","ALBK.NS-ORIENTBANK.NS",0.642857142857143,9742.45605486936,136394.384768171,63.5714285714286,14
"49","ALBK.NS-PFC.NS",0.9,48715.559874907,974311.19749814,34.25,20
"50","ALBK.NS-PNB.NS",0.727272727272727,14919.5262948379,164114.789243217,34.9090909090909,11
"51","ALBK.NS-RECLTD.NS",0.833333333333333,15407.1561409936,184885.873691923,48.9166666666667,12
"52","ALBK.NS-SBIN.NS",0.428571428571429,-30351.6081824603,-212461.257277222,50.4285714285714,7
"53","ALBK.NS-SOUTHBANK.NS",0.666666666666667,-1554.24799078912,-23313.7198618369,40.6666666666667,15
"54","ALBK.NS-SYNDIBANK.NS",0.5,-10613.779331014,-106137.79331014,26.4,10
"55","ALBK.NS-UNIONBANK.NS",0.636363636363636,1489.01083237793,16379.1191561573,29.2727272727273,11
"56","AMARAJABAT.NS-BOSCHLTD.NS",0.333333333333333,-29459.4616172774,-265135.154555496,21.3333333333333,9
"57","AMARAJABAT.NS-EXIDEIND.NS",0.642857142857143,-2781.6427393251,-38942.9983505513,20,14
"58","AMARAJABAT.NS-MOTHERSUMI.NS",0.5,-6123.53343991938,-85729.4681588713,30.2857142857143,14
"59","AMBUJACEM.NS-DALMIABHA.NS",0,-132385.042253039,-529540.169012158,39.5,4
"60","AMBUJACEM.NS-GRASIM.NS",0.555555555555556,-5085.72845142585,-45771.5560628326,41.6666666666667,9
"61","AMBUJACEM.NS-INDIACEM.NS",0.636363636363636,-2755.71552113018,-30312.870732432,28.1818181818182,11
"62","AMBUJACEM.NS-SHREECEM.NS",0.666666666666667,5586.72179942656,117321.157787958,25.6190476190476,21
"63","AMBUJACEM.NS-ULTRACEMCO.NS",0.666666666666667,1268.15827116285,19022.3740674427,54.7333333333333,15
"64","ANDHRABANK.NS-BANKBARODA.NS",0.555555555555556,-2537.1033655153,-22833.9302896377,22.1111111111111,9
"65","ANDHRABANK.NS-BANKINDIA.NS",0.166666666666667,-54816.7092422789,-328900.255453673,59,6
"66","ANDHRABANK.NS-CANBK.NS",0.642857142857143,2127.68125059146,29787.5375082804,30.2142857142857,14
"67","ANDHRABANK.NS-IDBI.NS",0.666666666666667,6537.43860436499,98061.5790654748,21.3333333333333,15
"68","ANDHRABANK.NS-IFCI.NS",0.761904761904762,12010.179926184,252213.778449863,28.4761904761905,21
"69","ANDHRABANK.NS-INDIANB.NS",0.875,34684.1858877337,554946.974203739,51.375,16
"70","ANDHRABANK.NS-ORIENTBANK.NS",0.6,-1189.98722214478,-11899.8722214478,30.6,10
"71","ANDHRABANK.NS-PFC.NS",0.875,35403.6836580697,849688.407793672,68.375,24
"72","ANDHRABANK.NS-PNB.NS",0.642857142857143,-2130.60581023493,-29828.4813432891,25.6428571428571,14
"73","ANDHRABANK.NS-RECLTD.NS",0.681818181818182,15479.0327243268,340538.71993519,32.0454545454545,22
"74","ANDHRABANK.NS-SBIN.NS",0.857142857142857,21767.2210429135,457111.641901183,24.2380952380952,21
"75","ANDHRABANK.NS-SOUTHBANK.NS",0.8,33657.8429497687,841446.073744218,35.64,25
"76","ANDHRABANK.NS-SYNDIBANK.NS",0.6,385.192535852245,7703.85071704491,18.15,20
"77","ANDHRABANK.NS-UNIONBANK.NS",0.75,14658.6293757331,117269.035005865,53.125,8
"78","APOLLOHOSP.NS-FORTIS.NS",0.782608695652174,28954.8912843969,665962.499541128,20.3913043478261,23
"79","APOLLOTYRE.NS-BALKRISIND.NS",0.5,7639.17802324477,61113.4241859582,24.5,8
"80","APOLLOTYRE.NS-CEATLTD.NS",0.5,-20981.4973631826,-251777.968358191,20.5,12
"81","APOLLOTYRE.NS-MRF.NS",0.666666666666667,10423.715431132,125084.585173584,20.6666666666667,12
"82","ARVIND.NS-CENTURYTEX.NS",0.571428571428571,7711.13417604824,53977.9392323377,27.2857142857143,7
"83","ARVIND.NS-ICIL.NS",0.4,-57656.4470901986,-576564.470901986,36.8,10
"84","ARVIND.NS-PAGEIND.NS",0.571428571428571,2550.25596685648,17851.7917679954,54.4285714285714,7
"85","ARVIND.NS-RAYMOND.NS",0.5625,-12789.3261196088,-204629.217913741,27.125,16
"86","ARVIND.NS-SRF.NS",0.722222222222222,41677.0542493883,750186.976488989,25,18
"87","ASHOKLEY.NS-EICHERMOT.NS",0.666666666666667,18252.1790013776,164269.611012398,26.2222222222222,9
"88","ASHOKLEY.NS-ESCORTS.NS",0.692307692307692,13947.2973922927,181314.866099806,15.9230769230769,13
"89","ASHOKLEY.NS-TATAMOTORS.NS",0.333333333333333,-44656.4899710884,-267938.939826531,25.3333333333333,6
"90","ASHOKLEY.NS-TATAMTRDVR.NS",0.5,3628.97976279693,21773.8785767816,17.6666666666667,6
"91","ASIANPAINT.NS-BERGEPAINT.NS",0.875,30041.3490270624,1201653.96108249,24.975,40
"92","AUROPHARMA.NS-BIOCON.NS",0.5,-15836.4410359773,-63345.7641439094,92.25,4
"93","AUROPHARMA.NS-CADILAHC.NS",0.777777777777778,27759.6380090534,749510.226244442,22.6666666666667,27
"94","AUROPHARMA.NS-CIPLA.NS",0.454545454545455,-25697.3337856713,-282670.671642384,48.0909090909091,11
"95","AUROPHARMA.NS-DIVISLAB.NS",0.647058823529412,24763.6971856671,420982.852156341,26.5294117647059,17
"96","AUROPHARMA.NS-DRREDDY.NS",0.4,-42078.323585395,-210391.617926975,31.2,5
"97","AUROPHARMA.NS-GLENMARK.NS",0.769230769230769,15390.1055006838,200071.371508889,19.1538461538462,13
"98","AUROPHARMA.NS-GRANULES.NS",0.5,-3409.73901393121,-40916.8681671745,12.8333333333333,12
"99","AUROPHARMA.NS-LUPIN.NS",0.666666666666667,-10438.073447954,-93942.6610315856,12.4444444444444,9
"100","AUROPHARMA.NS-PEL.NS",0.545454545454545,1496.42111468349,16460.6322615184,27.4545454545455,11
"101","AUROPHARMA.NS-STAR.NS",0.631578947368421,8650.28782978442,164355.468765904,29.5789473684211,19
"102","AUROPHARMA.NS-SUNPHARMA.NS",0.2,-48729.0031853662,-243645.015926831,42.8,5
"103","AUROPHARMA.NS-TORNTPHARM.NS",0.823529411764706,31716.3172200329,1078354.78548112,22.9705882352941,34
"104","AXISBANK.NS-FEDERALBNK.NS",0.833333333333333,21762.5301347214,391725.542424985,35.1111111111111,18
"105","AXISBANK.NS-HDFCBANK.NS",0.615384615384615,-6844.1220893196,-88973.5871611548,44.6153846153846,13
"106","AXISBANK.NS-ICICIBANK.NS",0.791666666666667,20141.8893196104,483405.343670649,25.7083333333333,24
"107","AXISBANK.NS-IDFC.NS",0.642857142857143,8370.01971088661,117180.275952413,36.9285714285714,14
"108","AXISBANK.NS-INDUSINDBK.NS",0.411764705882353,-33636.9282309156,-571827.779925565,42.4705882352941,17
"109","AXISBANK.NS-KOTAKBANK.NS",0.538461538461538,-7740.83882006334,-100630.904660823,25.7692307692308,13
"110","AXISBANK.NS-KTKBANK.NS",0.714285714285714,20551.6388684042,431584.416236489,47.3809523809524,21
"111","AXISBANK.NS-YESBANK.NS",0.666666666666667,2766.72584122411,49801.0651420339,27.4444444444444,18
"112","BAJAJFINSV.NS-L.TFH.NS",0.666666666666667,10096.672668665,121160.07202398,17.6666666666667,12
"113","BAJAJFINSV.NS-MUTHOOTFIN.NS",0.466666666666667,-27556.5268320826,-413347.902481239,28.5333333333333,15
"114","BAJAJFINSV.NS-RELCAPITAL.NS",0.692307692307692,22051.6743326665,286671.766324664,30.6923076923077,13
"115","BAJAJ_AUTO.NS-HEROMOTOCO.NS",0.791666666666667,14890.4380858324,357370.514059978,26.7083333333333,24
"116","BAJAJ_AUTO.NS-TVSMOTOR.NS",0.5,-984.221181569999,-3936.88472628,41,4
"117","BAJFINANCE.NS-CHOLAFIN.NS",0.590909090909091,4891.6335246141,107615.93754151,26.9545454545455,22
"118","BAJFINANCE.NS-M.MFIN.NS",0.222222222222222,-80391.9391424841,-723527.452282357,39.8888888888889,9
"119","BAJFINANCE.NS-SRTRANSFIN.NS",0.416666666666667,-39428.823036982,-473145.876443783,29,12
"120","BALKRISIND.NS-CEATLTD.NS",0.428571428571429,-6678.62818813457,-46750.397316942,26.4285714285714,7
"121","BALKRISIND.NS-MRF.NS",0.647058823529412,21800.9297365698,370615.805521686,22.8235294117647,17
"122","BANKBARODA.NS-BANKINDIA.NS",0.636363636363636,-7795.33255240693,-85748.6580764763,27.6363636363636,11
"123","BANKBARODA.NS-CANBK.NS",0,-42702.1485302854,-85404.2970605707,9,2
"124","BANKBARODA.NS-IDBI.NS",0.6875,15519.4190518981,248310.704830369,14.375,16
"125","BANKBARODA.NS-IFCI.NS",0.529411764705882,-21268.4349740173,-361563.394558293,25.5294117647059,17
"126","BANKBARODA.NS-INDIANB.NS",0.357142857142857,-34971.6725927896,-489603.416299055,21.7142857142857,14
"127","BANKBARODA.NS-ORIENTBANK.NS",0.714285714285714,11974.1450555056,83819.0153885393,17.4285714285714,7
"128","BANKBARODA.NS-PFC.NS",0.692307692307692,28166.8258362914,366168.735871788,36.6923076923077,13
"129","BANKBARODA.NS-PNB.NS",0.692307692307692,10719.8389078583,139357.905802158,18.4615384615385,13
"130","BANKBARODA.NS-RECLTD.NS",0.75,32009.5472330087,512152.755728139,20.6875,16
"131","BANKBARODA.NS-SBIN.NS",0.5,-8205.25014686716,-98463.0017624059,18.0833333333333,12
"132","BANKBARODA.NS-SOUTHBANK.NS",0.769230769230769,48321.8577457497,628184.150694745,49.1538461538462,13
"133","BANKBARODA.NS-SYNDIBANK.NS",0.611111111111111,-2283.56221882865,-41104.1199389158,18.6111111111111,18
"134","BANKBARODA.NS-UNIONBANK.NS",0.863636363636364,36800.5861839509,809612.89604692,28.8181818181818,22
"135","BANKINDIA.NS-CANBK.NS",0.428571428571429,-15580.8777688362,-109066.144381853,13.4285714285714,7
"136","BANKINDIA.NS-IDBI.NS",0,-73105.4774235365,-292421.909694146,10.25,4
"137","BANKINDIA.NS-IFCI.NS",0.444444444444444,-42903.7911619325,-386134.120457392,27.1111111111111,9
"138","BANKINDIA.NS-INDIANB.NS",0.428571428571429,-32246.3882130499,-451449.434982699,54.2142857142857,14
"139","BANKINDIA.NS-ORIENTBANK.NS",0.625,11635.7787335548,93086.2298684382,40.25,8
"140","BANKINDIA.NS-PFC.NS",0.625,-71.1487076062849,-1138.37932170056,59.1875,16
"141","BANKINDIA.NS-PNB.NS",0.818181818181818,17356.2536557171,190918.790212888,26.8181818181818,11
"142","BANKINDIA.NS-RECLTD.NS",0.75,11349.1598171309,136189.917805571,32.5833333333333,12
"143","BANKINDIA.NS-SBIN.NS",0.625,3049.20514548371,24393.6411638697,33.5,8
"144","BANKINDIA.NS-SOUTHBANK.NS",0.636363636363636,-2460.41288692314,-27064.5417561546,48.8181818181818,11
"145","BANKINDIA.NS-SYNDIBANK.NS",0.5,-16255.7539688795,-65023.015875518,24.5,4
"146","BANKINDIA.NS-UNIONBANK.NS",0.823529411764706,23848.2945630481,405421.007571817,23.8235294117647,17
"147","BATAINDIA.NS-JISLJALEQS.NS",0.636363636363636,10273.9735719207,113013.709291128,24.8181818181818,11
"148","BATAINDIA.NS-KSCL.NS",0.727272727272727,21677.0047100969,238447.051811066,40.3636363636364,11
"149","BATAINDIA.NS-MCX.NS",0.666666666666667,4653.9710082177,83771.4781479185,40.3888888888889,18
"150","BATAINDIA.NS-PCJEWELLER.NS",0.545454545454545,20200.4347122774,222204.781835052,30.1818181818182,11
"151","BATAINDIA.NS-SINTEX.NS",0.666666666666667,-12679.4410444216,-76076.6462665295,33.3333333333333,6
"152","BATAINDIA.NS-TITAN.NS",0.555555555555556,-5317.40914923785,-95713.3646862814,25.6666666666667,18
"153","BATAINDIA.NS-VOLTAS.NS",0.666666666666667,21379.1455905462,128274.873543277,28.5,6
"154","BEL.NS-HAVELLS.NS",0.615384615384615,-13184.1210190611,-171393.573247794,20,13
"155","BEL.NS-VGUARD.NS",0.545454545454545,5149.81987295961,56648.0186025557,32.3636363636364,11
"156","BEML.NS-BHEL.NS",0.571428571428571,-4012.28410094112,-56171.9774131757,21.9285714285714,14
"157","BEML.NS-CUMMINSIND.NS",0.363636363636364,-28487.2069016599,-313359.275918258,25.5454545454545,11
"158","BEML.NS-ENGINERSIN.NS",0.333333333333333,-78043.9695247826,-234131.908574348,26.6666666666667,3
"159","BEML.NS-GMRINFRA.NS",0.333333333333333,-50149.9662387142,-451349.696148427,21.2222222222222,9
"160","BEML.NS-IRB.NS",0.2,-115751.475678104,-578757.378390521,41.6,5
"161","BEML.NS-JPASSOCIAT.NS",0.5,-22729.907917417,-90919.631669668,22.5,4
"162","BEML.NS-LT.NS",0.3,-63264.6754453369,-632646.754453369,21.1,10
"163","BEML.NS-NBCC.NS",0.5,-14774.2172176102,-88645.3033056612,72.6666666666667,6
"164","BEML.NS-SIEMENS.NS",0.363636363636364,-39674.3141284132,-436417.455412545,29.3636363636364,11
"165","BHARTIARTL.NS-IDEA.NS",0.631578947368421,2820.95146399333,53598.0778158732,33.5789473684211,19
"166","BHARTIARTL.NS-RCOM.NS",0.818181818181818,27381.4489775808,301195.938753389,21.6363636363636,11
"167","BHARTIARTL.NS-TATACOMM.NS",0.583333333333333,1130.49624644214,13565.9549573057,22.9166666666667,12
"168","BHEL.NS-CUMMINSIND.NS",0.722222222222222,4735.61137195123,85241.0046951222,44.5,18
"169","BHEL.NS-ENGINERSIN.NS",0.583333333333333,-16759.9089866529,-201118.907839835,31.5,12
"170","BHEL.NS-GMRINFRA.NS",0.708333333333333,14097.9356541561,338350.455699746,17.5416666666667,24
"171","BHEL.NS-IRB.NS",0.692307692307692,12433.8059354693,161639.477161101,33.0769230769231,13
"172","BHEL.NS-JPASSOCIAT.NS",0.555555555555556,-17863.2381812237,-160769.143631013,28.3333333333333,9
"173","BHEL.NS-LT.NS",0.823529411764706,13749.0856410439,233734.455897746,36.3529411764706,17
"174","BHEL.NS-NBCC.NS",0.5,-16555.7476609651,-198668.971931581,17.6666666666667,12
"175","BHEL.NS-SIEMENS.NS",0.466666666666667,-15212.423694554,-228186.35541831,40.4666666666667,15
"176","BIOCON.NS-CADILAHC.NS",0.529411764705882,-29037.8639494494,-493643.68714064,35,17
"177","BIOCON.NS-CIPLA.NS",0.666666666666667,17306.322605893,311513.806906074,18.1111111111111,18
"178","BIOCON.NS-DIVISLAB.NS",0.666666666666667,-3671.66394245987,-66089.9509642776,12.8888888888889,18
"179","BIOCON.NS-DRREDDY.NS",0.5,-24951.8536355938,-199614.82908475,11.625,8
"180","BIOCON.NS-GLENMARK.NS",0.5,-20061.2270695383,-200612.270695383,29.3,10
"181","BIOCON.NS-GRANULES.NS",0.769230769230769,34042.1583879899,442548.059043868,26.3846153846154,13
"182","BIOCON.NS-LUPIN.NS",0.666666666666667,13601.3262175194,122411.935957674,15.5555555555556,9
"183","BIOCON.NS-PEL.NS",0.571428571428571,-13357.8329760141,-280514.492496295,30.2857142857143,21
"184","BIOCON.NS-STAR.NS",0.5,2081.78911084125,12490.7346650475,98.5,6
"185","BIOCON.NS-SUNPHARMA.NS",0.583333333333333,-2384.36654388208,-28612.398526585,15.9166666666667,12
"186","BIOCON.NS-TORNTPHARM.NS",0.428571428571429,-28948.9513597989,-405285.319037185,29.5714285714286,14
"187","BOSCHLTD.NS-EXIDEIND.NS",0.7,13807.5452231746,276150.904463491,19.2,20
"188","BOSCHLTD.NS-MOTHERSUMI.NS",0.769230769230769,26682.1583618974,346868.058704667,42.6923076923077,13
"189","BPCL.NS-HINDPETRO.NS",0.625,2398.83152220336,38381.3043552538,21.875,16
"190","BPCL.NS-IOC.NS",0.6875,4319.19970679206,69107.1953086729,34.375,16
"191","BPCL.NS-MRPL.NS",0.72,14643.1982595847,366079.956489616,21.88,25
"192","BPCL.NS-RELIANCE.NS",0.4,-71365.8584394467,-356829.292197233,89.8,5
"193","BRITANNIA.NS-JUBLFOOD.NS",0.444444444444444,-32187.2823469357,-289685.541122421,46.7777777777778,9
"194","BRITANNIA.NS-NESTLEIND.NS",0.647058823529412,-3599.58978689839,-61193.0263772727,29.8235294117647,17
"195","BRITANNIA.NS-TATAGLOBAL.NS",0.642857142857143,459.571509391225,6434.00113147715,29.5714285714286,14
"196","CADILAHC.NS-CIPLA.NS",0.615384615384615,10476.1148321259,136189.492817637,24.7692307692308,13
"197","CADILAHC.NS-DIVISLAB.NS",0.695652173913043,602.199802292952,13850.5954527379,30.6521739130435,23
